doi,url,pmid,year,title,journal,quartile,corpus_id,first_author,is_guideline,impact_factor,num_citations,is_open_access,list:fields_of_study,list:publication_types,num_influential_citations,sjr,relevance_gpt,reliability_score,question
10.1345/aph.18432,https://www.semanticscholar.org/paper/1e3dd343bc73ef300eba6943975dbd92595dba28,10534222,1999,Micronized Fenofibrate: A New Fibric Acid Hypolipidemic Agent,NA,Q1,7325728,D. Guay,0,NA,76,1,['Medicine'],"['Review', 'JournalArticle']",4,3.089,"Yes. The article discusses the efficacy and safety of fenofibrate in the management of hyperlipidemias, which includes types IV and V hyperlipidemia. It also mentions that fenofibrate can be used in types IIa, IIb, and III hyperlipidemias. Since the question is about the effects of fenofibrate on patients with high or ineffective HDL, this article is relevant as it provides information on the use of fenofibrate in managing different types of lipid disorders.",0.0,What does fenofibrate do for patients with high or ineffective HDL?
10.1194/jlr.M700108-JLR200,https://www.semanticscholar.org/paper/0f985eab3fc19bdcab1acd41539964bb7bfcff93,17525476,2007,"Fenofibrate increases HDL-cholesterol by reducing cholesteryl ester transfer protein expression Published, JLR Papers in Press, May 24, 2007.",Journal of Lipid Research,Q1,1994802,C. C. Hoogt,0,NA,93,1,"['Chemistry', 'Medicine']",['JournalArticle'],1,3.089,"Yes. The article discusses how fenofibrate increases HDL-cholesterol levels in humans, which directly relates to the question about what fenofibrate does for patients with high or ineffective HDL.",0.0,What does fenofibrate do for patients with high or ineffective HDL?
NA,https://www.semanticscholar.org/paper/b9d97910c64619a97d2fa7938cd37c3336641a1a,NA,2015,The Effect of Fenofibrate Treatment on Lipid Profile,Journal of Advanced Chemical Sciences,Q1,54047294,A. Ibrahim,0,NA,0,0,"['Medicine', 'Chemistry']",[],0,3.089,"Yes. The article discusses the effect of fenofibrate on lipid profile, specifically mentioning that treatment with fenofibrate results in an increase in High Density Lipoprotein (HDL). This directly addresses the question about what fenofibrate does for patients with high or ineffective HDL.",0.0,What does fenofibrate do for patients with high or ineffective HDL?
10.4103/eus.eus_44_18,https://www.semanticscholar.org/paper/cd3b3944be01f8063eeae2e09a968d3504665ab6,30323161,2018,Pancreatic cystic neoplasms: What is the most cost-effective follow-up strategy?,Endoscopic Ultrasound,Q1,53213801,Giulia Maggi,0,1.202,10,0,['Medicine'],"['Review', 'JournalArticle']",0,3.089,"Yes. The article discusses the management and follow-up strategies for pancreatic cystic neoplasms, including intraductal papillary mucinous neoplasms (IPMN), which is relevant to the question about what to do for incidental IPMN in a 79-year-old patient.",0.2382,What to do for incidental IPMN in 79 year old?
10.4030/jjcs.44.991,https://www.semanticscholar.org/paper/a0dab4c744dbb095e0e46bd3686fa749561f7b19,NA,2019,A Case of Intraductal Papillary Mucinous Carcinoma Resected in an Elderly Man after 17 Years of Observation,Nihon Gekakei Rengo Gakkaishi (Journal of Japanese College of Surgeons),Q1,229290467,K. Suzumura,0,NA,0,1,['Medicine'],[],0,3.089,"Yes, this document is relevant. The article discusses a case of intraductal papillary mucinous carcinoma (IPMC) in an elderly man, which is similar to the incidental IPMN in a 79-year-old individual mentioned in the question. The article provides information on the diagnosis, treatment, and postoperative course of a patient with a pancreatic neoplasm, which may be helpful in determining the appropriate management for the 79-year-old patient with incidental IPMN.",0.237,What to do for incidental IPMN in 79 year old?
10.1097/MD.0000000000009894,https://www.semanticscholar.org/paper/efb9215a0f361e39bed76cf2394edbf91d95af7e,29443760,2018,Resection of benign side-branch intraductal papillary mucinous neoplasm of the pancreas—is long term follow-up indicated?,Medicine,Q1,260554227,S. Fritz,0,NA,0,0,['Medicine'],"['JournalArticle', 'CaseReport']",0,3.089,"Yes, this document is relevant. The article discusses the follow-up and management of intraductal papillary mucinous neoplasms (IPMNs) of the pancreas, which is related to the question about what to do for an incidental IPMN in a 79-year-old patient.",0.237,What to do for incidental IPMN in 79 year old?
10.1177/000313481808400921,https://www.semanticscholar.org/paper/f92763f61097534ad48eebf5ba18c1ba0a6fb84a,30269721,2018,Incisional Malignant Evolution of Pancreatic Intraductal Papillary Mucinous Neoplasm,The American Surgeon,Q1,52890703,Haley J. Daigle,0,NA,0,0,['Medicine'],['JournalArticle'],0,3.089,"Yes, this document is relevant to the question. The article discusses a case of pancreatic adenocarcinoma evolving in the incision site of a distal pancreatectomy for pancreatic intraductal papillary mucinous neoplasm (IPMN). This information may provide insights into potential management options for incidental IPMN in a 79-year-old patient.",0.237,What to do for incidental IPMN in 79 year old?
10.22546/49/1530,https://www.semanticscholar.org/paper/f0f9a6c3796a431fc8c0ac663d3289c2e69b44e3,NA,2018,Neoplasia papilar mucinosa intraductal (NPMI) de conducto pancreático principal,Galicia Clínica,Q1,81523049,Soledad Cameselle-Garcia,0,NA,0,1,['Medicine'],[],0,3.089,"Yes. The article discusses intraductal papillary mucinous neoplasm (IPMN) in a 79-year-old woman, which is relevant to the question about what to do for incidental IPMN in a 79-year-old.",0.237,What to do for incidental IPMN in 79 year old?
NA,https://www.semanticscholar.org/paper/82b1f726eaaa0eb191794c777a52cd216f096a08,33651501,2021,[Pancreatic cystic neoplasms: a clinical dilemma].,Nederlands tijdschrift voor geneeskunde,Q1,232090171,M. Gorris,0,NA,1,0,['Medicine'],['JournalArticle'],0,3.089,"Yes, this document is relevant. The article discusses pancreatic cystic neoplasms, including intraductal papillary mucinous neoplasms (IPMN), which are mentioned in the clinical question about an incidental IPMN in a 79-year-old patient. The article provides information on the clinical implications and management of pancreatic cystic neoplasms, which could be helpful in determining the appropriate course of action for the patient in question.",0.237,What to do for incidental IPMN in 79 year old?
10.3238/ARZTEBL.2019.0193,https://www.semanticscholar.org/paper/5da6f94ae1a237f8329aba8cd7937626ce999ae7,31014455,2019,Giant Intraductal Papillary Mucinous Neoplasia (IPMN) of the Pancreas with Malignant Degeneration.,Deutsches Arzteblatt international,Q1,88479941,K. Nassenstein,0,NA,0,1,['Medicine'],['JournalArticle'],0,3.089,"Yes. This article is relevant to the question as it discusses the management of a large main duct intraductal papillary mucinous neoplasia (IPMN) in an elderly patient, which is similar to the scenario of an incidental IPMN in a 79-year-old individual. The article highlights the importance of surgical treatment for large main duct IPMNs due to the high risk of malignant degeneration.",0.237,What to do for incidental IPMN in 79 year old?
10.1089/pancan.2019.0015,https://www.semanticscholar.org/paper/46d15e96d94d1254915b700c649d35ee825b0542,32043065,2020,Pylorus-Preserving Total Pancreatectomy for Intraductal Papillary Mucinous Neoplasm in the Setting of Previous Roux-en-Y Cystjejunostomy for Pancreatic Pseudocyst,Journal of Pancreatic Cancer,Q1,211078060,C. M. Stuart,0,NA,0,1,['Medicine'],['CaseReport'],0,3.089,"Yes, the document is relevant. It discusses the surgical management of an intraductal papillary mucinous neoplasm (IPMN) in a patient who met criteria for surgical intervention. This may provide insight into potential treatment options for an incidental IPMN in a 79-year-old patient.",0.237,What to do for incidental IPMN in 79 year old?
10.1136/gut.2007.135392,https://www.semanticscholar.org/paper/4ca6303dcb091e6203bed8ad88220f17ed9532a7,18268051,2008,Intraductal papillary mucinous neoplasms (IPMNs): is it time to (sometimes) spare the knife?,Gut,Q1,40894419,C. Bassi,0,8.052,30,0,['Medicine'],"['Review', 'LettersAndComments', 'JournalArticle']",2,3.089,"Yes, this document is relevant. The article discusses the management of branch-duct intraductal papillary mucinous neoplasms of the pancreas (BD-IPMNs) without mural nodules, which could provide information on how to approach incidental IPMN in a 79-year-old patient.",0.0081,What to do for incidental IPMN in 79 year old?
10.1053/j.gastro.2015.02.034,https://www.semanticscholar.org/paper/8c61f9646e868da111dd96d7908507601adf497d,25724457,2015,Management of pancreatic cysts: the evidence is not here yet.,Gastroenterology,Q1,30384722,C. F. Fernandez-Del Castillo,0,7.362,38,0,['Medicine'],"['Review', 'LettersAndComments', 'Editorial']",1,3.089,"Yes, this document is relevant. The article discusses the management of pancreatic cysts, including neoplastic pancreatic cysts such as intraductal papillary mucinous neoplasms (IPMNs), which may be relevant to the question about what to do for an incidental IPMN in a 79-year-old patient.",0.0074,What to do for incidental IPMN in 79 year old?
10.1097/SLA.0b013e31815c2a29,https://www.semanticscholar.org/paper/1321d23e770f2b18067bb68bb53ae287536eb0ad,18043094,2007,18-Fluorodeoxyglucose Positron Emission Tomography Enhances Computed Tomography Diagnosis of Malignant Intraductal Papillary Mucinous Neoplasms of the Pancreas,Annals of Surgery,Q1,3176431,C. Sperti,0,2.729,114,0,['Medicine'],['JournalArticle'],3,3.089,"Yes. The article discusses the use of 18-fluorodeoxyglucose positron emission tomography (18-FDG PET) in distinguishing benign from malignant intraductal papillary mucinous neoplasms (IPMNs) of the pancreas, which could be relevant to determining what to do for an incidental IPMN in a 79-year-old patient.",0.0027,What to do for incidental IPMN in 79 year old?
10.1159/000243733,https://www.semanticscholar.org/paper/8354223d34a6daa36d759249cea0dfeb80a28526,20484954,2010,Incidental Pancreatic Cysts: Do We Really Know What We Are Watching?,Pancreatology,Q1,207717704,C. Correa-Gallego,0,1.246,235,1,['Medicine'],"['JournalArticle', 'Review']",4,3.089,"Yes, this document is relevant to the question because it discusses the management and diagnosis of incidentally discovered pancreatic cysts, including intraductal papillary mucinous neoplasms (IPMNs), which may be applicable to the 79-year-old patient with an incidental IPMN.",0.0012,What to do for incidental IPMN in 79 year old?
10.3748/WJG.15.628,https://www.semanticscholar.org/paper/c87cfefd56d05f3f887a8e6591d725f71c9cb6de,19195068,2009,Multifocal intraductal papillary mucinous neoplasm of the pancreas--a case report.,World journal of gastroenterology,Q1,20253298,K. Chiang,0,1.063,16,0,['Medicine'],"['JournalArticle', 'CaseReport']",2,3.089,"Yes. The article discusses intraductal papillary mucinous neoplasm (IPMN) of the pancreas, which is relevant to the question about what to do for incidental IPMN in a 79-year-old individual. The article provides information about the diagnosis and management of IPMN, including a case report of a patient with multifocal IPMNs.",0.0011,What to do for incidental IPMN in 79 year old?
10.1002/jso.20571,https://www.semanticscholar.org/paper/111c25b32e44313817e14327deff7beeddc2e7bf,16847916,2006,IPMN—Controversies in an “Epidemic”,Journal of Surgical Oncology,Q1,909551,C. Schmidt,0,0.810,11,0,['Medicine'],['Editorial'],0,3.089,"Yes, this document is relevant. The article discusses intraductal papillary mucinous neoplasms (IPMNs) of the pancreas, which are precancerous lesions that can be detected incidentally on imaging studies. The question specifically asks about what to do for incidental IPMN in a 79-year-old individual, so the information provided in the article could potentially be helpful in addressing this question.",0.0008,What to do for incidental IPMN in 79 year old?
10.1097/MPA.0b013e318270b98b,https://www.semanticscholar.org/paper/3ffd92397529a5a4ec68c992e68d80ece2c2e47a,23160482,2013,Management of Pancreatic Intraductal Papillary Mucinous Neoplasm in an Academic Hospital (2005–2010): What Follow-Up for Unoperated Patients?,Pancreas,Q1,13412471,G. Baiocchi,0,0.764,18,0,['Medicine'],"['Review', 'JournalArticle']",0,3.089,"Yes, this document is relevant. It discusses the management and follow-up of patients with pancreatic intraductal papillary mucinous neoplasm (IPMN), which is directly related to the question about what to do for an incidental IPMN in a 79-year-old patient.",0.0008,What to do for incidental IPMN in 79 year old?
